"id","game","event_type","created_at","team_name","player_name","related_player_name","result","minute","extra_minute","previous_player_event","previous_player_event_at","seconds_after_previous_event","player_id","related_player_id","participant_id","fixture_id"
116378489,Croatia vs Italy (2024-06-24),VAR,2024-06-24 21:53:00.000,Croatia,Andrej Kramaric,,,53,0,,,,1232,,18588,19032620
116378515,Croatia vs Italy (2024-06-24),Yellowcard,2024-06-24 22:00:00.000,Croatia,Luka Modric,,,60,0,Goal,2024-06-24 21:55:00.000,300.0,268,,18588,19032620
116378492,Croatia vs Italy (2024-06-24),Goal,2024-06-24 21:55:00.000,Croatia,Luka Modric,Ante Budimir,"1-0",55,0,Missed Penalty,2024-06-24 21:54:00.000,60.0,268,34700,18588,19032620
116378485,Croatia vs Italy (2024-06-24),Missed Penalty,2024-06-24 21:54:00.000,Croatia,Luka Modric,Luka Modric,,54,0,,,,268,268,18588,19032620
116234052,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:03:00.000,Portugal,Gonçalo Inácio,Diogo Dalot,,63,0,,,,37522785,164061,18701,19032641
116234529,Portugal vs Czech Republic (2024-06-18),Yellowcard,2024-06-18 22:33:00.000,Portugal,Francisco Conceição,,,90,3,Goal,2024-06-18 22:32:00.000,60.0,37328006,,18701,19032641
116234480,Portugal vs Czech Republic (2024-06-18),Goal,2024-06-18 22:32:00.000,Portugal,Francisco Conceição,,"2-1",90,2,Substitution,2024-06-18 22:30:00.000,120.0,37328006,,18701,19032641
116234419,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:30:00.000,Portugal,Francisco Conceição,Vitinha,,90,0,,,,37328006,4545430,18701,19032641
116234020,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:00:00.000,Czech Republic,Mojmír Chytil,Jan Kuchta,,60,0,,,,26313942,80926,18718,19032641
116234127,Portugal vs Czech Republic (2024-06-18),Goal,2024-06-18 22:09:00.000,Portugal,Robin Hranac,,"1-1",69,0,,,,24469159,,18701,19032641
116234021,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:00:00.000,Czech Republic,Ondrej Lingr,Patrik Schick,,60,0,,,,608247,80675,18718,19032641
116233819,Portugal vs Czech Republic (2024-06-18),Yellowcard,2024-06-18 21:39:00.000,Portugal,Rafael Leão,,,39,0,,,,540251,,18701,19032641
116234418,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:30:00.000,Portugal,Pedro Neto,Nuno Mendes,,90,0,,,,496775,37262099,18701,19032641
116234433,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:30:00.000,Portugal,Nélson Semedo,João Cancelo,,90,0,,,,160110,160956,18701,19032641
116234373,Portugal vs Czech Republic (2024-06-18),VAR,2024-06-18 22:27:00.000,Portugal,Diogo Jota,,,87,0,Substitution,2024-06-18 22:03:00.000,1440.0,159917,,18701,19032641
116234061,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:03:00.000,Portugal,Diogo Jota,Rafael Leão,,63,0,,,,159917,540251,18701,19032641
116234035,Portugal vs Czech Republic (2024-06-18),Goal,2024-06-18 22:02:00.000,Czech Republic,Lukas Provod,Vladimír Coufal,"0-1",62,0,,,,83003,80304,18718,19032641
116234271,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:19:00.000,Czech Republic,Petr Sevcik,Pavel Sulc,,79,0,,,,80879,24469162,18718,19032641
116234558,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:33:00.000,Czech Republic,Tomas Chory,Tomas Holes,,90,3,,,,80707,79972,18718,19032641
116234006,Portugal vs Czech Republic (2024-06-18),Yellowcard,2024-06-18 21:57:00.000,Czech Republic,Patrik Schick,,,57,0,,,,80675,,18718,19032641
116234270,Portugal vs Czech Republic (2024-06-18),Substitution,2024-06-18 22:19:00.000,Czech Republic,Antonín Barák,Lukas Provod,,79,0,,,,80331,83003,18718,19032641
116272717,Spain vs Italy (2024-06-20),Substitution,2024-06-20 21:46:00.000,Italy,Andrea Cambiaso,Davide Frattesi,,46,0,,,,37260234,134015,18658,19032619
116272759,Spain vs Italy (2024-06-20),Goal,2024-06-20 21:55:00.000,Spain,Riccardo Calafiori,,"1-0",55,0,,,,23278684,,18710,19032619
116272955,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:22:00.000,Italy,Giacomo Raspadori,Lorenzo Pellegrini,,82,0,,,,13238937,129946,18658,19032619
116272817,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:04:00.000,Italy,Mateo Retegui,Gianluca Scamacca,,64,0,,,,9302266,30178,18658,19032619
116272883,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:11:00.000,Spain,Álex Baena,Pedri,,71,0,,,,7698436,37288001,18710,19032619
116272882,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:11:00.000,Spain,Ferran Torres,Lamine Yamal,,71,0,,,,448389,37656179,18710,19032619
116272931,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:18:00.000,Spain,Mikel Oyarzabal,Álvaro Morata,,78,0,,,,186932,129660,18710,19032619
116272651,Spain vs Italy (2024-06-20),Yellowcard,2024-06-20 21:46:00.000,Spain,Rodri,,,45,1,,,,186910,,18710,19032619
116272430,Spain vs Italy (2024-06-20),Yellowcard,2024-06-20 21:15:00.000,Italy,Gianluigi Donnarumma,,,15,0,,,,129771,,18658,19032619
116272818,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:04:00.000,Italy,Mattia Zaccagni,Federico Chiesa,,64,0,,,,129677,129836,18658,19032619
116272720,Spain vs Italy (2024-06-20),Substitution,2024-06-20 21:46:00.000,Italy,Bryan Cristante,Jorginho,,46,0,Yellowcard,2024-06-20 21:46:00.000,0.0,129467,129511,18658,19032619
116272724,Spain vs Italy (2024-06-20),Yellowcard,2024-06-20 21:46:00.000,Italy,Bryan Cristante,,,46,0,,,,129467,,18658,19032619
116272856,Spain vs Italy (2024-06-20),Yellowcard,2024-06-20 22:09:00.000,Spain,Robin Le Normand,,,69,0,,,,100580,,18710,19032619
116273035,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:34:00.000,Spain,Mikel Merino,Fabián Ruiz,,90,4,,,,32710,186735,18710,19032619
116273047,Spain vs Italy (2024-06-20),Yellowcard,2024-06-20 22:36:00.000,Spain,Daniel Carvajal,,,90,6,,,,31647,,18710,19032619
116272930,Spain vs Italy (2024-06-20),Substitution,2024-06-20 22:18:00.000,Spain,Ayoze Pérez,Nico Williams,,78,0,,,,1396,37297544,18710,19032619
116512997,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 18:07:00.000,England,Kobbie Mainoo,,,7,0,,,,37540234,,18645,19032608
116517359,England vs Slovakia (2024-06-30),Goal,2024-06-30 19:35:00.000,England,Jude Bellingham,Marc Guéhi,"1-1",90,5,Yellowcard,2024-06-30 18:17:00.000,4680.0,37255840,4536500,18645,19032608
116513183,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 18:17:00.000,England,Jude Bellingham,,,17,0,,,,37255840,,18645,19032608
116516763,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:06:00.000,England,Cole Palmer,Kieran Trippier,,66,0,,,,28912747,1016,18645,19032608
116527671,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 20:01:00.000,Slovakia,Tomas Suslov,,,120,1,Substitution,2024-06-30 19:01:00.000,3600.0,24816762,,18648,19032608
116516675,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:01:00.000,Slovakia,Tomas Suslov,D. Strelec,,61,0,,,,24816762,9939024,18648,19032608
116512927,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 18:03:00.000,England,Marc Guéhi,,,3,0,,,,4536500,,18645,19032608
116517978,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:46:00.000,England,Conor Gallagher,Harry Kane,,106,0,,,,1494245,997,18645,19032608
116516562,England vs Slovakia (2024-06-30),VAR,2024-06-30 18:50:00.000,England,Phil Foden,,,50,0,,,,336133,,18645,19032608
116516674,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:01:00.000,Slovakia,Robert Bozenik,L. Haraslín,,61,0,,,,182277,133633,18648,19032608
116517078,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:21:00.000,Slovakia,Matus Bero,O. Duda,,81,0,,,,180916,33793,18648,19032608
116518089,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 19:48:00.000,Slovakia,Denis Vavro,,,108,0,,,,180894,,18648,19032608
116518109,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:49:00.000,Slovakia,Lubomir Tupta,P. Pekarík,,109,0,,,,133276,30844,18648,19032608
116513442,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 18:46:00.000,Slovakia,Milan Skriniar,,,45,1,,,,130142,,18648,19032608
116518275,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 19:54:00.000,Slovakia,Norbert Gyomber,,,114,0,Substitution,2024-06-30 19:33:00.000,1260.0,129686,,18648,19032608
116517291,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:33:00.000,Slovakia,Norbert Gyomber,I. Schranz,,90,3,,,,129686,81501,18648,19032608
116513247,England vs Slovakia (2024-06-30),Goal,2024-06-30 18:25:00.000,Slovakia,Ivan Schranz,D. Strelec,"0-1",25,0,,,,81501,9939024,18648,19032608
116513140,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 18:13:00.000,Slovakia,Juraj Kucka,,,13,0,,,,79268,,18648,19032608
116517079,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:21:00.000,Slovakia,Laszlo Benes,J. Kucka,,81,0,,,,33598,79268,18648,19032608
116516996,England vs Slovakia (2024-06-30),Yellowcard,2024-06-30 19:17:00.000,Slovakia,Peter Pekarik,,,77,0,,,,30844,,18648,19032608
116517122,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:24:00.000,England,Eberechi Eze,Kobbie Mainoo,,84,0,,,,7643,37540234,18645,19032608
116517979,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:46:00.000,England,Ezri Konsa,Jude Bellingham,,106,0,,,,7124,37255840,18645,19032608
116517331,England vs Slovakia (2024-06-30),Substitution,2024-06-30 19:34:00.000,England,Ivan Toney,Phil Foden,,90,4,,,,4341,336133,18645,19032608
116517542,England vs Slovakia (2024-06-30),Goal,2024-06-30 19:31:00.000,England,Harry Kane,Ivan Toney,"2-1",91,0,,,,997,4341,18645,19032608
116539598,France vs Belgium (2024-07-01),Yellowcard,2024-07-01 19:16:00.000,Belgium,Domenico Tedesco,,,76,0,,,,,,18743,19032610
116539746,France vs Belgium (2024-07-01),Substitution,2024-07-01 19:28:00.000,Belgium,C. De Ketelaere,T. Castagne,,88,0,,,,23269660,62337,18743,19032610
116537645,France vs Belgium (2024-07-01),Yellowcard,2024-07-01 18:14:00.000,France,Aurélien Tchouaméni,,,14,0,,,,5270371,,18647,19032610
116539830,France vs Belgium (2024-07-01),Yellowcard,2024-07-01 19:33:00.000,Belgium,O. Mangala,,,90,3,Substitution,2024-07-01 19:03:00.000,1800.0,523939,,18743,19032610
116539439,France vs Belgium (2024-07-01),Substitution,2024-07-01 19:03:00.000,Belgium,O. Mangala,L. Openda,,63,0,,,,523939,539993,18743,19032610
116539428,France vs Belgium (2024-07-01),Substitution,2024-07-01 19:02:00.000,France,Randal Kolo Muani,Marcus Thuram,,62,0,,,,432872,99000,18647,19032610
116537687,France vs Belgium (2024-07-01),Yellowcard,2024-07-01 18:23:00.000,France,Antoine Griezmann,,,23,0,,,,185658,,18647,19032610
116537697,France vs Belgium (2024-07-01),Yellowcard,2024-07-01 18:24:00.000,France,Adrien Rabiot,,,24,0,,,,95694,,18647,19032610
116539747,France vs Belgium (2024-07-01),Substitution,2024-07-01 19:28:00.000,Belgium,D. Lukébakio,Y. Carrasco,,88,0,,,,62871,96092,18743,19032610
116539702,France vs Belgium (2024-07-01),Goal,2024-07-01 19:25:00.000,France,J. Vertonghen,Randal Kolo Muani,"1-0",85,0,Yellowcard,2024-07-01 19:16:00.000,540.0,915,432872,18647,19032610
116539578,France vs Belgium (2024-07-01),Yellowcard,2024-07-01 19:16:00.000,Belgium,J. Vertonghen,,,76,0,,,,915,,18743,19032610
116244094,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:24:00.000,Croatia,Martin Baturina,Andrej Kramaric,,84,0,,,,37550680,1232,18588,19032618
116243757,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 15:46:00.000,Croatia,Luka Sucic,Lovro Majer,,46,0,,,,22528446,74116,18588,19032618
116244233,Croatia vs Albania (2024-06-19),Yellowcard,2024-06-19 16:34:00.000,Albania,Mirlind Daku,,,90,4,Substitution,2024-06-19 16:25:00.000,540.0,1489787,,18641,19032618
116244099,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:25:00.000,Albania,Mirlind Daku,Rey Manaj,,85,0,,,,1489787,129812,18641,19032618
116244098,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:25:00.000,Albania,Arbër Hoxha,Ylber Ramadani,,85,0,,,,1486200,50828,18641,19032618
116243840,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:04:00.000,Albania,Taulant Seferi,Jasir Asani,,64,0,,,,142613,142532,18641,19032618
116243969,Croatia vs Albania (2024-06-19),Yellowcard,2024-06-19 16:17:00.000,Albania,Elseid Hysaj,,,77,0,,,,129603,,18641,19032618
116243062,Croatia vs Albania (2024-06-19),Goal,2024-06-19 15:11:00.000,Albania,Qazim Laci,Jasir Asani,"0-1",11,0,,,,78462,142532,18641,19032618
116244097,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:24:00.000,Croatia,Borna Sosa,I. Perišić,,84,0,,,,74160,31002,18588,19032618
116244162,Croatia vs Albania (2024-06-19),Yellowcard,2024-06-19 16:27:00.000,Croatia,Ivica Ivusic,,,87,0,,,,73976,,18588,19032618
116243755,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 15:46:00.000,Croatia,Mario Pasalic,Marcelo Brozovic,,46,0,,,,73603,73004,18588,19032618
116244311,Croatia vs Albania (2024-06-19),Yellowcard,2024-06-19 16:37:00.000,Albania,Klaus Gjasula,,,90,7,Goal,2024-06-19 16:35:00.000,120.0,38117,,18641,19032618
116244245,Croatia vs Albania (2024-06-19),Goal,2024-06-19 16:35:00.000,Albania,Klaus Gjasula,,"2-2",90,5,Goal,2024-06-19 16:16:00.000,1140.0,38117,,18641,19032618
116243937,Croatia vs Albania (2024-06-19),Goal,2024-06-19 16:16:00.000,Croatia,Klaus Gjasula,,"2-1",76,0,Substitution,2024-06-19 16:12:00.000,240.0,38117,,18588,19032618
116243884,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:12:00.000,Albania,Klaus Gjasula,Qazim Laci,,72,0,,,,38117,78462,18641,19032618
116243867,Croatia vs Albania (2024-06-19),Substitution,2024-06-19 16:09:00.000,Croatia,Ante Budimir,Bruno Petkovic,,69,0,,,,34700,131838,18588,19032618
116243905,Croatia vs Albania (2024-06-19),Goal,2024-06-19 16:14:00.000,Croatia,Andrej Kramaric,Ante Budimir,"1-1",74,0,,,,1232,34700,18588,19032618
116391627,France vs Poland (2024-06-25),Yellowcard,2024-06-25 18:53:00.000,Poland,Michal Probierz,,,53,0,,,,,,18699,19032633
116391672,France vs Poland (2024-06-25),Substitution,2024-06-25 19:01:00.000,France,Eduardo Camavinga,Adrien Rabiot,,61,0,,,,23688922,95694,18647,19032633
116390025,France vs Poland (2024-06-25),Yellowcard,2024-06-25 18:24:00.000,Poland,Nicola Zalewski,,,24,0,,,,23288607,,18699,19032633
116391773,France vs Poland (2024-06-25),Substitution,2024-06-25 19:08:00.000,Poland,Michal Skoras,N. Zalewski,,68,0,,,,19625676,23288607,18699,19032633
116391891,France vs Poland (2024-06-25),Substitution,2024-06-25 19:22:00.000,France,Youssouf Fofana,Aurélien Tchouaméni,,82,0,,,,3510051,5270371,18647,19032633
116391938,France vs Poland (2024-06-25),Substitution,2024-06-25 19:26:00.000,France,Randal Kolo Muani,Ousmane Dembélé,,86,0,,,,432872,32403,18647,19032633
116391674,France vs Poland (2024-06-25),Substitution,2024-06-25 19:01:00.000,France,Antoine Griezmann,N'Golo Kanté,,61,0,,,,185658,1193,18647,19032633
116392004,France vs Poland (2024-06-25),Yellowcard,2024-06-25 19:32:00.000,Poland,Karol Świderski,,,90,2,VAR,2024-06-25 19:17:00.000,900.0,155310,,18699,19032633
116391850,France vs Poland (2024-06-25),VAR,2024-06-25 19:17:00.000,Poland,Karol Świderski,,,77,0,Substitution,2024-06-25 19:08:00.000,540.0,155310,,18699,19032633
116391774,France vs Poland (2024-06-25),Substitution,2024-06-25 19:08:00.000,Poland,Karol Świderski,S. Szymański,,68,0,,,,155310,156180,18699,19032633
116391645,France vs Poland (2024-06-25),Goal,2024-06-25 18:56:00.000,France,Kylian Mbappé,,"1-0",56,0,,,,96611,,18647,19032633
116390205,France vs Poland (2024-06-25),Yellowcard,2024-06-25 18:43:00.000,France,Adrien Rabiot,,,43,0,,,,95694,,18647,19032633
116391969,France vs Poland (2024-06-25),Yellowcard,2024-06-25 19:29:00.000,Poland,Paweł Dawidowicz,,,89,0,,,,35311,,18699,19032633
116391868,France vs Poland (2024-06-25),Goal,2024-06-25 19:19:00.000,Poland,Robert Lewandowski,,"1-1",79,0,VAR,2024-06-25 19:17:00.000,120.0,31000,,18699,19032633
116392026,France vs Poland (2024-06-25),VAR,2024-06-25 19:17:00.000,Poland,Robert Lewandowski,,,77,0,,,,31000,,18699,19032633
116391676,France vs Poland (2024-06-25),Substitution,2024-06-25 19:01:00.000,France,Olivier Giroud,Bradley Barcola,,61,0,,,,798,37317369,18647,19032633
116285138,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:27:00.000,Poland,Kacper Urbanski,Piotr Zieliński,,87,0,,,,37382883,129072,18699,19032630
116284598,Poland vs Austria (2024-06-21),Yellowcard,2024-06-21 18:56:00.000,Austria,Patrick Wimmer,,,56,0,Substitution,2024-06-21 18:46:00.000,600.0,37259654,,18643,19032630
116284418,Poland vs Austria (2024-06-21),Substitution,2024-06-21 18:46:00.000,Austria,Patrick Wimmer,Florian Grillitsch,,46,0,,,,37259654,32378,18643,19032630
116284711,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:03:00.000,Austria,Alexander Prass,Phillipp Mwene,,63,0,,,,31626002,35141,18643,19032630
116284798,Poland vs Austria (2024-06-21),Goal,2024-06-21 19:06:00.000,Austria,Christoph Baumgartner,Alexander Prass,"1-2",66,0,,,,3862700,31626002,18643,19032630
116284698,Poland vs Austria (2024-06-21),Yellowcard,2024-06-21 19:02:00.000,Poland,Jakub Moder,,,62,0,Substitution,2024-06-21 18:46:00.000,960.0,1444078,,18699,19032630
116284416,Poland vs Austria (2024-06-21),Substitution,2024-06-21 18:46:00.000,Poland,Jakub Moder,Jakub Piotrowski,,46,0,,,,1444078,155889,18699,19032630
116284560,Poland vs Austria (2024-06-21),Yellowcard,2024-06-21 18:53:00.000,Poland,Bartosz Slisz,,,53,0,,,,506092,,18699,19032630
116285039,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:21:00.000,Austria,Romano Schmid,Christoph Baumgartner,,81,0,,,,459660,3862700,18643,19032630
116281889,Poland vs Austria (2024-06-21),Goal,2024-06-21 18:30:00.000,Poland,Krzysztof Piatek,,"1-1",30,0,,,,155470,,18699,19032630
116284648,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:00:00.000,Poland,Karol Świderski,Adam Buksa,,60,0,,,,155310,155460,18699,19032630
116281715,Poland vs Austria (2024-06-21),Goal,2024-06-21 18:09:00.000,Austria,Gernot Trauner,Phillipp Mwene,"0-1",9,0,,,,52302,35141,18643,19032630
116284631,Poland vs Austria (2024-06-21),Substitution,2024-06-21 18:59:00.000,Austria,Kevin Danso,Gernot Trauner,,59,0,,,,33079,52302,18643,19032630
116285035,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:21:00.000,Austria,Michael Gregoritsch,Marko Arnautovic,,81,0,,,,32361,1139,18643,19032630
116284756,Poland vs Austria (2024-06-21),Yellowcard,2024-06-21 19:04:00.000,Poland,Robert Lewandowski ,,,64,0,Substitution,2024-06-21 19:00:00.000,240.0,31000,,18699,19032630
116284647,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:00:00.000,Poland,Robert Lewandowski ,Krzysztof Piatek,,60,0,,,,31000,155470,18699,19032630
116284956,Poland vs Austria (2024-06-21),Substitution,2024-06-21 19:15:00.000,Poland,Kamil Grosicki,Bartosz Slisz,,75,0,,,,5359,506092,18699,19032630
116284989,Poland vs Austria (2024-06-21),Goal,2024-06-21 19:18:00.000,Austria,Marko Arnautovic,,"1-3",78,0,Yellowcard,2024-06-21 19:10:00.000,480.0,1139,,18643,19032630
116284875,Poland vs Austria (2024-06-21),Yellowcard,2024-06-21 19:10:00.000,Austria,Marko Arnautovic,,,70,0,,,,1139,,18643,19032630
116284982,Poland vs Austria (2024-06-21),Yellowcard,2024-06-21 19:17:00.000,Poland,Wojciech Szczęsny,,,77,0,,,,805,,18699,19032630
116220915,Austria vs France (2024-06-17),Substitution,2024-06-17 22:00:00.000,Austria,Patrick Wimmer,Florian Grillitsch,,60,0,,,,37259654,32378,18643,19032629
116221059,Austria vs France (2024-06-17),Substitution,2024-06-17 22:28:00.000,Austria,Alexander Prass,Phillipp Mwene,,88,0,,,,31626002,35141,18643,19032629
116220983,Austria vs France (2024-06-17),Substitution,2024-06-17 22:11:00.000,France,Eduardo Camavinga,Adrien Rabiot,,71,0,,,,23688922,95694,18647,19032629
116221026,Austria vs France (2024-06-17),Yellowcard,2024-06-17 22:20:00.000,Austria,Christoph Baumgartner,,,80,0,,,,3862700,,18643,19032629
116221078,Austria vs France (2024-06-17),Substitution,2024-06-17 22:30:00.000,France,Youssouf Fofana,Antoine Griezmann,,90,0,,,,3510051,185658,18647,19032629
116221086,Austria vs France (2024-06-17),Substitution,2024-06-17 22:31:00.000,Austria,Romano Schmid,Konrad Laimer,,90,1,,,,459660,52585,18643,19032629
116220984,Austria vs France (2024-06-17),Substitution,2024-06-17 22:11:00.000,France,Randal Kolo Muani,Ousmane Dembélé,,71,0,,,,432872,32403,18647,19032629
116221076,Austria vs France (2024-06-17),Yellowcard,2024-06-17 22:30:00.000,France,Kylian Mbappé,,,90,0,,,,96611,,18647,19032629
116220726,Austria vs France (2024-06-17),Goal,2024-06-17 21:38:00.000,France,Maximilian Wöber,Kylian Mbappé,"0-1",38,0,Yellowcard,2024-06-17 21:16:00.000,1320.0,52850,96611,18647,19032629
116220587,Austria vs France (2024-06-17),Yellowcard,2024-06-17 21:16:00.000,Austria,Maximilian Wöber,,,16,0,,,,52850,,18643,19032629
116221042,Austria vs France (2024-06-17),Yellowcard,2024-06-17 22:24:00.000,Austria,Konrad Laimer,,,84,0,,,,52585,,18643,19032629
116220914,Austria vs France (2024-06-17),Substitution,2024-06-17 21:59:00.000,Austria,Gernot Trauner,Maximilian Wöber,,59,0,,,,52302,52850,18643,19032629
116220699,Austria vs France (2024-06-17),Yellowcard,2024-06-17 21:33:00.000,Austria,Phillipp Mwene,,,33,0,,,,35141,,18643,19032629
116221070,Austria vs France (2024-06-17),Yellowcard,2024-06-17 22:33:00.000,Austria,Kevin Danso,,,90,3,,,,33079,,18643,19032629
116220905,Austria vs France (2024-06-17),Yellowcard,2024-06-17 21:56:00.000,France,Ousmane Dembélé,,,56,0,,,,32403,,18647,19032629
116220913,Austria vs France (2024-06-17),Substitution,2024-06-17 21:59:00.000,Austria,Marko Arnautovic,Michael Gregoritsch,,59,0,,,,1139,32361,18643,19032629
116221077,Austria vs France (2024-06-17),Substitution,2024-06-17 22:30:00.000,France,Olivier Giroud,Kylian Mbappé,,90,0,,,,798,96611,18647,19032629
116281417,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:26:00.000,Slovakia,Leo Sauer,Ivan Schranz,,86,0,,,,37597231,81501,18648,19032636
116281433,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:32:00.000,Ukraine,Maksym Taloverov,Mykola Shaparenko,,90,2,,,,37259951,205964,18624,19032636
116281280,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:07:00.000,Slovakia,Adam Obert,Lukas Haraslin,,67,0,,,,24816773,133633,18648,19032636
116281281,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:07:00.000,Slovakia,Tomas Suslov,David Hancko,,67,0,,,,24816762,181449,18648,19032636
116281263,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:00:00.000,Slovakia,David Strelec,Robert Bozenik,,60,0,,,,9939024,182277,18648,19032636
116281248,Slovakia vs Ukraine (2024-06-21),Goal,2024-06-21 15:54:00.000,Ukraine,Mykola Shaparenko,Oleksandr Zinchenko,"1-1",54,0,,,,205964,26603,18624,19032636
116281290,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:07:00.000,Ukraine,Oleksandr Zubkov,Andriy Yarmolenko,,67,0,,,,205946,204697,18624,19032636
116281402,Slovakia vs Ukraine (2024-06-21),Yellowcard,2024-06-21 16:24:00.000,Ukraine,Roman Yaremchuk,,,84,0,Goal,2024-06-21 16:20:00.000,240.0,205933,,18624,19032636
116281390,Slovakia vs Ukraine (2024-06-21),Goal,2024-06-21 16:20:00.000,Ukraine,Roman Yaremchuk,Mykola Shaparenko,"1-2",80,0,Substitution,2024-06-21 16:07:00.000,780.0,205933,205964,18624,19032636
116281287,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:07:00.000,Ukraine,Roman Yaremchuk,Artem Dovbyk,,67,0,,,,205933,205978,18624,19032636
116281411,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:25:00.000,Ukraine,Sergiy Sydorchuk,Volodymyr Brazhko,,85,0,,,,204919,24065258,18624,19032636
116280959,Slovakia vs Ukraine (2024-06-21),Goal,2024-06-21 15:17:00.000,Slovakia,Ivan Schranz,Lukas Haraslin,"1-0",17,0,,,,81501,133633,18648,19032636
116281410,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:25:00.000,Ukraine,Ruslan Malinovskyi,Mykhaylo Mudryk,,85,0,,,,62872,9938919,18624,19032636
116281264,Slovakia vs Ukraine (2024-06-21),Substitution,2024-06-21 16:00:00.000,Slovakia,Laszlo Benes,Ondrej Duda,,60,0,,,,33598,33793,18648,19032636
116603993,Spain vs Germany (2024-07-05),Yellowcard,2024-07-05 19:34:00.000,Germany,Florian Wirtz,,,94,0,Goal,2024-07-05 19:29:00.000,300.0,37429246,,18660,19032601
116603563,Spain vs Germany (2024-07-05),Goal,2024-07-05 19:29:00.000,Germany,Florian Wirtz,Joshua Kimmich,"1-1",89,0,Substitution,2024-07-05 18:46:00.000,2580.0,37429246,32362,18660,19032601
116602847,Spain vs Germany (2024-07-05),Substitution,2024-07-05 18:46:00.000,Germany,Florian Wirtz,Leroy Sané,,46,0,,,,37429246,4783,18660,19032601
116603687,Spain vs Germany (2024-07-05),Yellowcard,2024-07-05 19:29:00.000,Germany,Nico Schlotterbeck,,,89,0,,,,3862352,,18660,19032601
116603244,Spain vs Germany (2024-07-05),Yellowcard,2024-07-05 19:14:00.000,Spain,Ferran Torres,,,74,0,Substitution,2024-07-05 19:03:00.000,660.0,448389,,18710,19032601
116603059,Spain vs Germany (2024-07-05),Substitution,2024-07-05 19:03:00.000,Spain,Ferran Torres,Lamine Yamal,,63,0,,,,448389,37656179,18710,19032601
116603366,Spain vs Germany (2024-07-05),Yellowcard,2024-07-05 19:22:00.000,Spain,Unai Simón,,,82,0,,,,187215,,18710,19032601
